product,market,month,Qty
Triple packaging boxes,Livingston County,Jun-20,83
Triple packaging boxes,Livingston County,Jul-20,81
Triple packaging boxes,Livingston County,Aug-20,82
Triple packaging boxes,Livingston County,Sep-20,78
Triple packaging boxes,Livingston County,Oct-20,79
Triple packaging boxes,Livingston County,Nov-20,76
Triple packaging boxes,Livingston County,Dec-20,82
Triple packaging boxes,Livingston County,Jan-20,87
Triple packaging boxes,Livingston County,Feb-20,92
Triple packaging boxes,Livingston County,Mar-20,91
Triple packaging boxes,Livingston County,Apr-20,96
Triple packaging boxes,Livingston County,May-20,102
Triple packaging boxes,Livingston County,Jun-20,103
Triple packaging boxes,Livingston County,Jul-20,92
Triple packaging boxes,Livingston County,Aug-20,92
Triple packaging boxes,Livingston County,Sep-20,87
Triple packaging boxes,Livingston County,Oct-20,94
Triple packaging boxes,Livingston County,Nov-20,95
Triple packaging boxes,Livingston County,Dec-20,90
Triple packaging boxes,St. Clair County,Jan-20,100
Triple packaging boxes,St. Clair County,Feb-20,93
Triple packaging boxes,St. Clair County,Mar-20,98
Triple packaging boxes,St. Clair County,Apr-20,96
Triple packaging boxes,St. Clair County,May-20,100
Triple packaging boxes,St. Clair County,Jun-20,102
Triple packaging boxes,St. Clair County,Jul-20,100
Triple packaging boxes,St. Clair County,Aug-20,103
Triple packaging boxes,St. Clair County,Sep-20,99
Triple packaging boxes,St. Clair County,Oct-20,104
Triple packaging boxes,St. Clair County,Nov-20,100
Triple packaging boxes,St. Clair County,Dec-20,104
Triple packaging boxes,St. Clair County,Jan-20,109
Triple packaging boxes,St. Clair County,Feb-20,106
Triple packaging boxes,St. Clair County,Mar-20,111
Triple packaging boxes,St. Clair County,Apr-20,111
Triple packaging boxes,St. Clair County,May-20,111
Triple packaging boxes,St. Clair County,Jun-20,110
Triple packaging boxes,St. Clair County,Jul-20,113
Triple packaging boxes,St. Clair County,Aug-20,111
Triple packaging boxes,St. Clair County,Sep-20,116
Triple packaging boxes,St. Clair County,Oct-20,112
Triple packaging boxes,St. Clair County,Nov-20,114
Triple packaging boxes,St. Clair County,Dec-20,112
Triple packaging boxes,Monroe County,Jan-20,82
Triple packaging boxes,Monroe County,Feb-20,81
Triple packaging boxes,Monroe County,Mar-20,74
Triple packaging boxes,Monroe County,Apr-20,81
Triple packaging boxes,Monroe County,May-20,78
Triple packaging boxes,Monroe County,Jun-20,79
Triple packaging boxes,Monroe County,Jul-20,81
Triple packaging boxes,Monroe County,Aug-20,81
Triple packaging boxes,Monroe County,Sep-20,87
Triple packaging boxes,Monroe County,Oct-20,87
Triple packaging boxes,Monroe County,Nov-20,83
Triple packaging boxes,Monroe County,Dec-20,80
Triple packaging boxes,Monroe County,Jan-20,83
Triple packaging boxes,Monroe County,Feb-20,82
Triple packaging boxes,Monroe County,Mar-20,87
Triple packaging boxes,Monroe County,Apr-20,83
Triple packaging boxes,Monroe County,May-20,90
Triple packaging boxes,Monroe County,Jun-20,89
Triple packaging boxes,Monroe County,Jul-20,94
Triple packaging boxes,Monroe County,Aug-20,86
Triple packaging boxes,Monroe County,Sep-20,96
Triple packaging boxes,Monroe County,Oct-20,94
Triple packaging boxes,Monroe County,Nov-20,88
Triple packaging boxes,Monroe County,Dec-20,96
Liquid soap,Wayne County,Jan-20,36
Liquid soap,Wayne County,Feb-20,40
Liquid soap,Wayne County,Mar-20,40
Liquid soap,Wayne County,Apr-20,43
Liquid soap,Wayne County,May-20,39
Liquid soap,Wayne County,Jun-20,46
Liquid soap,Wayne County,Jul-20,46
Liquid soap,Wayne County,Aug-20,44
Liquid soap,Wayne County,Sep-20,41
Liquid soap,Wayne County,Oct-20,41
Liquid soap,Wayne County,Nov-20,43
Liquid soap,Wayne County,Dec-20,47
Liquid soap,Wayne County,Jan-20,52
Liquid soap,Wayne County,Feb-20,50
Liquid soap,Wayne County,Mar-20,54
Liquid soap,Wayne County,Apr-20,50
Liquid soap,Wayne County,May-20,57
Liquid soap,Wayne County,Jun-20,60
Liquid soap,Wayne County,Jul-20,55
Liquid soap,Wayne County,Aug-20,61
Liquid soap,Wayne County,Sep-20,53
Liquid soap,Wayne County,Oct-20,62
Liquid soap,Wayne County,Nov-20,64
Liquid soap,Wayne County,Dec-20,63
Liquid soap,Oakland County,Jan-20,52
Liquid soap,Oakland County,Feb-20,58
Liquid soap,Oakland County,Mar-20,55
Liquid soap,Oakland County,Apr-20,57
Liquid soap,Oakland County,May-20,63
Liquid soap,Oakland County,Jun-20,59
Liquid soap,Oakland County,Jul-20,62
Liquid soap,Oakland County,Aug-20,60
Liquid soap,Oakland County,Sep-20,61
Liquid soap,Oakland County,Oct-20,66
Liquid soap,Oakland County,Nov-20,68
Liquid soap,Oakland County,Dec-20,67
Liquid soap,Oakland County,Jan-20,73
Liquid soap,Oakland County,Feb-20,73
Liquid soap,Oakland County,Mar-20,80
Liquid soap,Oakland County,Apr-20,83
Liquid soap,Oakland County,May-20,83
Liquid soap,Oakland County,Jun-20,84
Liquid soap,Oakland County,Jul-20,82
Liquid soap,Oakland County,Aug-20,87
Liquid soap,Oakland County,Sep-20,83
Liquid soap,Oakland County,Oct-20,90
Liquid soap,Oakland County,Nov-20,88
Liquid soap,Oakland County,Dec-20,92
Liquid soap,Macomb County,Jan-20,22
Liquid soap,Macomb County,Feb-20,27
Liquid soap,Macomb County,Mar-20,29
Liquid soap,Macomb County,Apr-20,25
Liquid soap,Macomb County,May-20,25
Liquid soap,Macomb County,Jun-20,26
Liquid soap,Macomb County,Jul-20,30
Liquid soap,Macomb County,Aug-20,31
Liquid soap,Macomb County,Sep-20,29
Liquid soap,Macomb County,Oct-20,29
Liquid soap,Macomb County,Nov-20,25
Liquid soap,Macomb County,Dec-20,25
Liquid soap,Macomb County,Jan-20,33
Liquid soap,Macomb County,Feb-20,31
Liquid soap,Macomb County,Mar-20,35
Liquid soap,Macomb County,Apr-20,30
Liquid soap,Macomb County,May-20,39
Liquid soap,Macomb County,Jun-20,31
Liquid soap,Macomb County,Jul-20,37
Liquid soap,Macomb County,Aug-20,36
Liquid soap,Macomb County,Sep-20,34
Liquid soap,Macomb County,Oct-20,36
Liquid soap,Macomb County,Nov-20,35
Liquid soap,Macomb County,Dec-20,40
Liquid soap,Genesee County,Jan-20,83
Liquid soap,Genesee County,Feb-20,92
Liquid soap,Genesee County,Mar-20,92
Liquid soap,Genesee County,Apr-20,95
Liquid soap,Genesee County,May-20,96
Liquid soap,Genesee County,Jun-20,101
Liquid soap,Genesee County,Jul-20,100
Liquid soap,Genesee County,Aug-20,104
Liquid soap,Genesee County,Sep-20,102
Liquid soap,Genesee County,Oct-20,104
Liquid soap,Genesee County,Nov-20,113
Liquid soap,Genesee County,Dec-20,116
Liquid soap,Genesee County,Jan-20,125
Liquid soap,Genesee County,Feb-20,123
Liquid soap,Genesee County,Mar-20,125
Liquid soap,Genesee County,Apr-20,131
Liquid soap,Genesee County,May-20,135
Liquid soap,Genesee County,Jun-20,136
Liquid soap,Genesee County,Jul-20,129
Liquid soap,Genesee County,Aug-20,134
Liquid soap,Genesee County,Sep-20,142
Liquid soap,Genesee County,Oct-20,141
Liquid soap,Genesee County,Nov-20,141
Liquid soap,Genesee County,Dec-20,152
Liquid soap,Washtenaw County,Jan-20,81
Liquid soap,Washtenaw County,Feb-20,87
Liquid soap,Washtenaw County,Mar-20,94
Liquid soap,Washtenaw County,Apr-20,98
Liquid soap,Washtenaw County,May-20,104
Liquid soap,Washtenaw County,Jun-20,104
Liquid soap,Washtenaw County,Jul-20,98
Liquid soap,Washtenaw County,Aug-20,93
Liquid soap,Washtenaw County,Sep-20,100
Liquid soap,Washtenaw County,Oct-20,100
Liquid soap,Washtenaw County,Nov-20,101
Liquid soap,Washtenaw County,Dec-20,107
Liquid soap,Washtenaw County,Jan-20,122
Liquid soap,Washtenaw County,Feb-20,127
Liquid soap,Washtenaw County,Mar-20,134
Liquid soap,Washtenaw County,Apr-20,142
Liquid soap,Washtenaw County,May-20,145
Liquid soap,Washtenaw County,Jun-20,142
Liquid soap,Washtenaw County,Jul-20,129
Liquid soap,Washtenaw County,Aug-20,132
Liquid soap,Washtenaw County,Sep-20,137
Liquid soap,Washtenaw County,Oct-20,140
Liquid soap,Washtenaw County,Nov-20,146
Liquid soap,Washtenaw County,Dec-20,146
Liquid soap,Kent County,Jan-20,95
Liquid soap,Kent County,Feb-20,101
Liquid soap,Kent County,Mar-20,102
Liquid soap,Kent County,Apr-20,111
Liquid soap,Kent County,May-20,119
Liquid soap,Kent County,Jun-20,121
Liquid soap,Kent County,Jul-20,106
Liquid soap,Kent County,Aug-20,110
Liquid soap,Kent County,Sep-20,113
Liquid soap,Kent County,Oct-20,120
Liquid soap,Kent County,Nov-20,125
Liquid soap,Kent County,Dec-20,128
Liquid soap,Kent County,Jan-20,148
Liquid soap,Kent County,Feb-20,144
Liquid soap,Kent County,Mar-20,149
Liquid soap,Kent County,Apr-20,160
Liquid soap,Kent County,May-20,165
Liquid soap,Kent County,Jun-20,168
Liquid soap,Kent County,Jul-20,152
Liquid soap,Kent County,Aug-20,157
Liquid soap,Kent County,Sep-20,161
Liquid soap,Kent County,Oct-20,166
Liquid soap,Kent County,Nov-20,170
Liquid soap,Kent County,Dec-20,174
Liquid soap,Saginaw County,Jan-20,118
Liquid soap,Saginaw County,Feb-20,116
Liquid soap,Saginaw County,Mar-20,118
Liquid soap,Saginaw County,Apr-20,127
Liquid soap,Saginaw County,May-20,133
Liquid soap,Saginaw County,Jun-20,137
Liquid soap,Saginaw County,Jul-20,127
Liquid soap,Saginaw County,Aug-20,130
Liquid soap,Saginaw County,Sep-20,131
Liquid soap,Saginaw County,Oct-20,135
Liquid soap,Saginaw County,Nov-20,147
Liquid soap,Saginaw County,Dec-20,148
Liquid soap,Saginaw County,Jan-20,163
Liquid soap,Saginaw County,Feb-20,166
Liquid soap,Saginaw County,Mar-20,171
Liquid soap,Saginaw County,Apr-20,183
Liquid soap,Saginaw County,May-20,188
Liquid soap,Saginaw County,Jun-20,192
Liquid soap,Saginaw County,Jul-20,176
Liquid soap,Saginaw County,Aug-20,180
Liquid soap,Saginaw County,Sep-20,187
Liquid soap,Saginaw County,Oct-20,183
Liquid soap,Saginaw County,Nov-20,189
Liquid soap,Saginaw County,Dec-20,199
Liquid soap,Ingham County,Jan-20,86
Liquid soap,Ingham County,Feb-20,95
Liquid soap,Ingham County,Mar-20,95
Liquid soap,Ingham County,Apr-20,105
Liquid soap,Ingham County,May-20,101
Liquid soap,Ingham County,Jun-20,106
Liquid soap,Ingham County,Jul-20,100
Liquid soap,Ingham County,Aug-20,102
Liquid soap,Ingham County,Sep-20,99
Liquid soap,Ingham County,Oct-20,109
Liquid soap,Ingham County,Nov-20,106
Liquid soap,Ingham County,Dec-20,109
Liquid soap,Ingham County,Jan-20,131
Liquid soap,Ingham County,Feb-20,131
Liquid soap,Ingham County,Mar-20,130
Liquid soap,Ingham County,Apr-20,147
Liquid soap,Ingham County,May-20,150
Liquid soap,Ingham County,Jun-20,156
Liquid soap,Ingham County,Jul-20,132
Liquid soap,Ingham County,Aug-20,136
Liquid soap,Ingham County,Sep-20,141
Liquid soap,Ingham County,Oct-20,149
Liquid soap,Ingham County,Nov-20,149
Liquid soap,Ingham County,Dec-20,148
Liquid soap,Livingston County,Jan-20,66
Liquid soap,Livingston County,Feb-20,65
Liquid soap,Livingston County,Mar-20,67
Liquid soap,Livingston County,Apr-20,72
Liquid soap,Livingston County,May-20,74
Liquid soap,Livingston County,Jun-20,79
Liquid soap,Livingston County,Jul-20,70
Liquid soap,Livingston County,Aug-20,70
Liquid soap,Livingston County,Sep-20,74
Liquid soap,Livingston County,Oct-20,77
Liquid soap,Livingston County,Nov-20,73
Liquid soap,Livingston County,Dec-20,75
Liquid soap,Livingston County,Jan-20,87
Liquid soap,Livingston County,Feb-20,94
Liquid soap,Livingston County,Mar-20,92
Liquid soap,Livingston County,Apr-20,102
Liquid soap,Livingston County,May-20,102
Liquid soap,Livingston County,Jun-20,102
Liquid soap,Livingston County,Jul-20,94
Liquid soap,Livingston County,Aug-20,92
Liquid soap,Livingston County,Sep-20,97
Liquid soap,Livingston County,Oct-20,101
Liquid soap,Livingston County,Nov-20,103
Liquid soap,Livingston County,Dec-20,108
Liquid soap,St. Clair County,Jan-20,77
Liquid soap,St. Clair County,Feb-20,80
Liquid soap,St. Clair County,Mar-20,81
Liquid soap,St. Clair County,Apr-20,77
Liquid soap,St. Clair County,May-20,78
Liquid soap,St. Clair County,Jun-20,81
Liquid soap,St. Clair County,Jul-20,86
Liquid soap,St. Clair County,Aug-20,91
Liquid soap,St. Clair County,Sep-20,88
Liquid soap,St. Clair County,Oct-20,95
Liquid soap,St. Clair County,Nov-20,102
Liquid soap,St. Clair County,Dec-20,103
Liquid soap,St. Clair County,Jan-20,99
Liquid soap,St. Clair County,Feb-20,103
Liquid soap,St. Clair County,Mar-20,109
Liquid soap,St. Clair County,Apr-20,108
Liquid soap,St. Clair County,May-20,115
Liquid soap,St. Clair County,Jun-20,111
Liquid soap,St. Clair County,Jul-20,112
Liquid soap,St. Clair County,Aug-20,116
Liquid soap,St. Clair County,Sep-20,125
Liquid soap,St. Clair County,Oct-20,122
Liquid soap,St. Clair County,Nov-20,125
Liquid soap,St. Clair County,Dec-20,132
Liquid soap,Monroe County,Jan-20,45
Liquid soap,Monroe County,Feb-20,49
Liquid soap,Monroe County,Mar-20,54
Liquid soap,Monroe County,Apr-20,56
Liquid soap,Monroe County,May-20,52
Liquid soap,Monroe County,Jun-20,55
Liquid soap,Monroe County,Jul-20,56
Liquid soap,Monroe County,Aug-20,64
Liquid soap,Monroe County,Sep-20,62
Liquid soap,Monroe County,Oct-20,62
Liquid soap,Monroe County,Nov-20,69
Liquid soap,Monroe County,Dec-20,69
Liquid soap,Monroe County,Jan-20,71
Liquid soap,Monroe County,Feb-20,67
Liquid soap,Monroe County,Mar-20,75
Liquid soap,Monroe County,Apr-20,74
Liquid soap,Monroe County,May-20,78
Liquid soap,Monroe County,Jun-20,74
Liquid soap,Monroe County,Jul-20,76
Liquid soap,Monroe County,Aug-20,77
Liquid soap,Monroe County,Sep-20,82
Liquid soap,Monroe County,Oct-20,81
Liquid soap,Monroe County,Nov-20,80
Liquid soap,Monroe County,Dec-20,83
Mask medical,Wayne County,Jan-20,66
Mask medical,Wayne County,Feb-20,71
Mask medical,Wayne County,Mar-20,75
Mask medical,Wayne County,Apr-20,77
Mask medical,Wayne County,May-20,80
Mask medical,Wayne County,Jun-20,80
Mask medical,Wayne County,Jul-20,76
Mask medical,Wayne County,Aug-20,80
Mask medical,Wayne County,Sep-20,85
Mask medical,Wayne County,Oct-20,86
Mask medical,Wayne County,Nov-20,91
Mask medical,Wayne County,Dec-20,86
Mask medical,Wayne County,Jan-20,97
Mask medical,Wayne County,Feb-20,101
Mask medical,Wayne County,Mar-20,102
Mask medical,Wayne County,Apr-20,99
Mask medical,Wayne County,May-20,104
Mask medical,Wayne County,Jun-20,111
Mask medical,Wayne County,Jul-20,104
Mask medical,Wayne County,Aug-20,104
Mask medical,Wayne County,Sep-20,114
Mask medical,Wayne County,Oct-20,108
Mask medical,Wayne County,Nov-20,113
Mask medical,Wayne County,Dec-20,119
Mask medical,Oakland County,Jan-20,28
Mask medical,Oakland County,Feb-20,35
Mask medical,Oakland County,Mar-20,34
Mask medical,Oakland County,Apr-20,38
Mask medical,Oakland County,May-20,36
Mask medical,Oakland County,Jun-20,36
Mask medical,Oakland County,Jul-20,35
Mask medical,Oakland County,Aug-20,39
Mask medical,Oakland County,Sep-20,39
Mask medical,Oakland County,Oct-20,38
Mask medical,Oakland County,Nov-20,41
Mask medical,Oakland County,Dec-20,46
Mask medical,Oakland County,Jan-20,41
Mask medical,Oakland County,Feb-20,51
Mask medical,Oakland County,Mar-20,44
Mask medical,Oakland County,Apr-20,51
Mask medical,Oakland County,May-20,48
Mask medical,Oakland County,Jun-20,54
Mask medical,Oakland County,Jul-20,44
Mask medical,Oakland County,Aug-20,53
Mask medical,Oakland County,Sep-20,51
Mask medical,Oakland County,Oct-20,49
Mask medical,Oakland County,Nov-20,51
Mask medical,Oakland County,Dec-20,50
Mask medical,Macomb County,Jan-20,80
Mask medical,Macomb County,Feb-20,78
Mask medical,Macomb County,Mar-20,77
Mask medical,Macomb County,Apr-20,82
Mask medical,Macomb County,May-20,90
Mask medical,Macomb County,Jun-20,85
Mask medical,Macomb County,Jul-20,88
Mask medical,Macomb County,Aug-20,92
Mask medical,Macomb County,Sep-20,94
Mask medical,Macomb County,Oct-20,96
Mask medical,Macomb County,Nov-20,97
Mask medical,Macomb County,Dec-20,98
Mask medical,Macomb County,Jan-20,108
Mask medical,Macomb County,Feb-20,111
Mask medical,Macomb County,Mar-20,110
Mask medical,Macomb County,Apr-20,115
Mask medical,Macomb County,May-20,119
Mask medical,Macomb County,Jun-20,123
Mask medical,Macomb County,Jul-20,119
Mask medical,Macomb County,Aug-20,120
Mask medical,Macomb County,Sep-20,126
Mask medical,Macomb County,Oct-20,123
Mask medical,Macomb County,Nov-20,131
Mask medical,Macomb County,Dec-20,133
Mask medical,Genesee County,Jan-20,88
Mask medical,Genesee County,Feb-20,89
Mask medical,Genesee County,Mar-20,97
Mask medical,Genesee County,Apr-20,95
Mask medical,Genesee County,May-20,101
Mask medical,Genesee County,Jun-20,108
Mask medical,Genesee County,Jul-20,102
Mask medical,Genesee County,Aug-20,109
Mask medical,Genesee County,Sep-20,112
Mask medical,Genesee County,Oct-20,110
Mask medical,Genesee County,Nov-20,117
Mask medical,Genesee County,Dec-20,119
Mask medical,Genesee County,Jan-20,130
Mask medical,Genesee County,Feb-20,127
Mask medical,Genesee County,Mar-20,136
Mask medical,Genesee County,Apr-20,140
Mask medical,Genesee County,May-20,137
Mask medical,Genesee County,Jun-20,137
Mask medical,Genesee County,Jul-20,134
Mask medical,Genesee County,Aug-20,138
Mask medical,Genesee County,Sep-20,145
Mask medical,Genesee County,Oct-20,150
Mask medical,Genesee County,Nov-20,147
Mask medical,Genesee County,Dec-20,152
Mask medical,Washtenaw County,Jan-20,34
Mask medical,Washtenaw County,Feb-20,38
Mask medical,Washtenaw County,Mar-20,35
Mask medical,Washtenaw County,Apr-20,36
Mask medical,Washtenaw County,May-20,35
Mask medical,Washtenaw County,Jun-20,45
Mask medical,Washtenaw County,Jul-20,40
Mask medical,Washtenaw County,Aug-20,34
Mask medical,Washtenaw County,Sep-20,41
Mask medical,Washtenaw County,Oct-20,37
Mask medical,Washtenaw County,Nov-20,45
Mask medical,Washtenaw County,Dec-20,42
Mask medical,Washtenaw County,Jan-20,43
Mask medical,Washtenaw County,Feb-20,51
Mask medical,Washtenaw County,Mar-20,46
Mask medical,Washtenaw County,Apr-20,52
Mask medical,Washtenaw County,May-20,51
Mask medical,Washtenaw County,Jun-20,58
Mask medical,Washtenaw County,Jul-20,49
Mask medical,Washtenaw County,Aug-20,48
Mask medical,Washtenaw County,Sep-20,50
Mask medical,Washtenaw County,Oct-20,57
Mask medical,Washtenaw County,Nov-20,49
Mask medical,Washtenaw County,Dec-20,57
Mask medical,Kent County,Jan-20,89
Mask medical,Kent County,Feb-20,94
Mask medical,Kent County,Mar-20,104
Mask medical,Kent County,Apr-20,104
Mask medical,Kent County,May-20,108
Mask medical,Kent County,Jun-20,114
Mask medical,Kent County,Jul-20,98
Mask medical,Kent County,Aug-20,103
Mask medical,Kent County,Sep-20,108
Mask medical,Kent County,Oct-20,117
Mask medical,Kent County,Nov-20,114
Mask medical,Kent County,Dec-20,121
Mask medical,Kent County,Jan-20,129
Mask medical,Kent County,Feb-20,142
Mask medical,Kent County,Mar-20,140
Mask medical,Kent County,Apr-20,150
Mask medical,Kent County,May-20,153
Mask medical,Kent County,Jun-20,155
Mask medical,Kent County,Jul-20,146
Mask medical,Kent County,Aug-20,146
Mask medical,Kent County,Sep-20,148
Mask medical,Kent County,Oct-20,153
Mask medical,Kent County,Nov-20,160
Mask medical,Kent County,Dec-20,155
Mask medical,Saginaw County,Jan-20,35
Mask medical,Saginaw County,Feb-20,33
Mask medical,Saginaw County,Mar-20,30
Mask medical,Saginaw County,Apr-20,36
Mask medical,Saginaw County,May-20,39
Mask medical,Saginaw County,Jun-20,39
Mask medical,Saginaw County,Jul-20,35
Mask medical,Saginaw County,Aug-20,39
Mask medical,Saginaw County,Sep-20,35
Mask medical,Saginaw County,Oct-20,37
Mask medical,Saginaw County,Nov-20,37
Mask medical,Saginaw County,Dec-20,40
Mask medical,Saginaw County,Jan-20,48
Mask medical,Saginaw County,Feb-20,49
Mask medical,Saginaw County,Mar-20,47
Mask medical,Saginaw County,Apr-20,49
Mask medical,Saginaw County,May-20,47
Mask medical,Saginaw County,Jun-20,54
Mask medical,Saginaw County,Jul-20,44
Mask medical,Saginaw County,Aug-20,50
Mask medical,Saginaw County,Sep-20,45
Mask medical,Saginaw County,Oct-20,48
Mask medical,Saginaw County,Nov-20,52
Mask medical,Saginaw County,Dec-20,56
Mask medical,Ingham County,Jan-20,27
Mask medical,Ingham County,Feb-20,31
Mask medical,Ingham County,Mar-20,32
Mask medical,Ingham County,Apr-20,34
Mask medical,Ingham County,May-20,33
Mask medical,Ingham County,Jun-20,33
Mask medical,Ingham County,Jul-20,27
Mask medical,Ingham County,Aug-20,29
Mask medical,Ingham County,Sep-20,32
Mask medical,Ingham County,Oct-20,35
Mask medical,Ingham County,Nov-20,35
Mask medical,Ingham County,Dec-20,29
Mask medical,Ingham County,Jan-20,37
Mask medical,Ingham County,Feb-20,33
Mask medical,Ingham County,Mar-20,36
Mask medical,Ingham County,Apr-20,39
Mask medical,Ingham County,May-20,38
Mask medical,Ingham County,Jun-20,41
Mask medical,Ingham County,Jul-20,41
Mask medical,Ingham County,Aug-20,36
Mask medical,Ingham County,Sep-20,42
Mask medical,Ingham County,Oct-20,44
Mask medical,Ingham County,Nov-20,39
Mask medical,Ingham County,Dec-20,41
Mask medical,Livingston County,Jan-20,88
Mask medical,Livingston County,Feb-20,92
Mask medical,Livingston County,Mar-20,90
Mask medical,Livingston County,Apr-20,97
Mask medical,Livingston County,May-20,104
Mask medical,Livingston County,Jun-20,106
Mask medical,Livingston County,Jul-20,94
Mask medical,Livingston County,Aug-20,97
Mask medical,Livingston County,Sep-20,104
Mask medical,Livingston County,Oct-20,109
Mask medical,Livingston County,Nov-20,111
Mask medical,Livingston County,Dec-20,114
Mask medical,Livingston County,Jan-20,122
Mask medical,Livingston County,Feb-20,131
Mask medical,Livingston County,Mar-20,134
Mask medical,Livingston County,Apr-20,139
Mask medical,Livingston County,May-20,146
Mask medical,Livingston County,Jun-20,146
Mask medical,Livingston County,Jul-20,135
Mask medical,Livingston County,Aug-20,132
Mask medical,Livingston County,Sep-20,135
Mask medical,Livingston County,Oct-20,139
Mask medical,Livingston County,Nov-20,151
Mask medical,Livingston County,Dec-20,153
Mask medical,St. Clair County,Jan-20,0
Mask medical,St. Clair County,Feb-20,9
Mask medical,St. Clair County,Mar-20,7
Mask medical,St. Clair County,Apr-20,1
Mask medical,St. Clair County,May-20,0
Mask medical,St. Clair County,Jun-20,0
Mask medical,St. Clair County,Jul-20,4
Mask medical,St. Clair County,Aug-20,6
Mask medical,St. Clair County,Sep-20,1
Mask medical,St. Clair County,Oct-20,8
Mask medical,St. Clair County,Nov-20,1
Mask medical,St. Clair County,Dec-20,7
Mask medical,St. Clair County,Jan-20,7
Mask medical,St. Clair County,Feb-20,2
Mask medical,St. Clair County,Mar-20,2
Mask medical,St. Clair County,Apr-20,6
Mask medical,St. Clair County,May-20,4
Mask medical,St. Clair County,Jun-20,7
Mask medical,St. Clair County,Jul-20,4
Mask medical,St. Clair County,Aug-20,1
Mask medical,St. Clair County,Sep-20,6
Mask medical,St. Clair County,Oct-20,0
Mask medical,St. Clair County,Nov-20,6
Mask medical,St. Clair County,Dec-20,0
Mask medical,Monroe County,Jan-20,57
Mask medical,Monroe County,Feb-20,61
Mask medical,Monroe County,Mar-20,56
Mask medical,Monroe County,Apr-20,58
Mask medical,Monroe County,May-20,59
Mask medical,Monroe County,Jun-20,59
Mask medical,Monroe County,Jul-20,61
Mask medical,Monroe County,Aug-20,69
Mask medical,Monroe County,Sep-20,64
Mask medical,Monroe County,Oct-20,68
Mask medical,Monroe County,Nov-20,75
Mask medical,Monroe County,Dec-20,70
Mask medical,Monroe County,Jan-20,72
Mask medical,Monroe County,Feb-20,81
Mask medical,Monroe County,Mar-20,77
Mask medical,Monroe County,Apr-20,79
Mask medical,Monroe County,May-20,84
Mask medical,Monroe County,Jun-20,85
Mask medical,Monroe County,Jul-20,83
Mask medical,Monroe County,Aug-20,86
Mask medical,Monroe County,Sep-20,94
Mask medical,Monroe County,Oct-20,90
Mask medical,Monroe County,Nov-20,91
Mask medical,Monroe County,Dec-20,94
Scrubs pants,Wayne County,Jan-20,43
Scrubs pants,Wayne County,Feb-20,40
Scrubs pants,Wayne County,Mar-20,40
Scrubs pants,Wayne County,Apr-20,46
Scrubs pants,Wayne County,May-20,40
Scrubs pants,Wayne County,Jun-20,45
Scrubs pants,Wayne County,Jul-20,39
Scrubs pants,Wayne County,Aug-20,35
Scrubs pants,Wayne County,Sep-20,37
Scrubs pants,Wayne County,Oct-20,35
Scrubs pants,Wayne County,Nov-20,33
Scrubs pants,Wayne County,Dec-20,39
Scrubs pants,Wayne County,Jan-20,41
Scrubs pants,Wayne County,Feb-20,31
Scrubs pants,Wayne County,Mar-20,31
Scrubs pants,Wayne County,Apr-20,35
Scrubs pants,Wayne County,May-20,30
Scrubs pants,Wayne County,Jun-20,33
Scrubs pants,Wayne County,Jul-20,27
Scrubs pants,Wayne County,Aug-20,26
Scrubs pants,Wayne County,Sep-20,32
Scrubs pants,Wayne County,Oct-20,30
Scrubs pants,Wayne County,Nov-20,33
Scrubs pants,Wayne County,Dec-20,32
Scrubs pants,Oakland County,Jan-20,9
Scrubs pants,Oakland County,Feb-20,7
Scrubs pants,Oakland County,Mar-20,5
Scrubs pants,Oakland County,Apr-20,2
Scrubs pants,Oakland County,May-20,5
Scrubs pants,Oakland County,Jun-20,3
Scrubs pants,Oakland County,Jul-20,6
Scrubs pants,Oakland County,Aug-20,9
Scrubs pants,Oakland County,Sep-20,7
Scrubs pants,Oakland County,Oct-20,8
Scrubs pants,Oakland County,Nov-20,4
Scrubs pants,Oakland County,Dec-20,6
Scrubs pants,Oakland County,Jan-20,8
Scrubs pants,Oakland County,Feb-20,2
Scrubs pants,Oakland County,Mar-20,6
Scrubs pants,Oakland County,Apr-20,9
Scrubs pants,Oakland County,May-20,2
Scrubs pants,Oakland County,Jun-20,3
Scrubs pants,Oakland County,Jul-20,0
Scrubs pants,Oakland County,Aug-20,7
Scrubs pants,Oakland County,Sep-20,3
Scrubs pants,Oakland County,Oct-20,8
Scrubs pants,Oakland County,Nov-20,3
Scrubs pants,Oakland County,Dec-20,1
Scrubs pants,Macomb County,Jan-20,19
Scrubs pants,Macomb County,Feb-20,17
Scrubs pants,Macomb County,Mar-20,20
Scrubs pants,Macomb County,Apr-20,17
Scrubs pants,Macomb County,May-20,21
Scrubs pants,Macomb County,Jun-20,18
Scrubs pants,Macomb County,Jul-20,17
Scrubs pants,Macomb County,Aug-20,20
Scrubs pants,Macomb County,Sep-20,14
Scrubs pants,Macomb County,Oct-20,18
Scrubs pants,Macomb County,Nov-20,17
Scrubs pants,Macomb County,Dec-20,16
Scrubs pants,Macomb County,Jan-20,13
Scrubs pants,Macomb County,Feb-20,18
Scrubs pants,Macomb County,Mar-20,18
Scrubs pants,Macomb County,Apr-20,18
Scrubs pants,Macomb County,May-20,15
Scrubs pants,Macomb County,Jun-20,18
Scrubs pants,Macomb County,Jul-20,15
Scrubs pants,Macomb County,Aug-20,17
