product,market,month,value
M4 viral media,Oakland County,Sep-20,679
M4 viral media,Oakland County,Oct-20,650
M4 viral media,Oakland County,Nov-20,660
M4 viral media,Oakland County,Dec-20,664
M4 viral media,Oakland County,Jan-20,678
M4 viral media,Oakland County,Feb-20,657
M4 viral media,Oakland County,Mar-20,678
M4 viral media,Oakland County,Apr-20,673
M4 viral media,Oakland County,May-20,643
M4 viral media,Oakland County,Jun-20,657
M4 viral media,Oakland County,Jul-20,649
M4 viral media,Oakland County,Aug-20,664
M4 viral media,Oakland County,Sep-20,684
M4 viral media,Oakland County,Oct-20,639
M4 viral media,Oakland County,Nov-20,642
M4 viral media,Oakland County,Dec-20,637
M4 viral media,Macomb County,Jan-20,658
M4 viral media,Macomb County,Feb-20,635
M4 viral media,Macomb County,Mar-20,638
M4 viral media,Macomb County,Apr-20,647
M4 viral media,Macomb County,May-20,673
M4 viral media,Macomb County,Jun-20,655
M4 viral media,Macomb County,Jul-20,657
M4 viral media,Macomb County,Aug-20,664
M4 viral media,Macomb County,Sep-20,682
M4 viral media,Macomb County,Oct-20,635
M4 viral media,Macomb County,Nov-20,648
M4 viral media,Macomb County,Dec-20,667
M4 viral media,Macomb County,Jan-20,661
M4 viral media,Macomb County,Feb-20,672
M4 viral media,Macomb County,Mar-20,683
M4 viral media,Macomb County,Apr-20,661
M4 viral media,Macomb County,May-20,675
M4 viral media,Macomb County,Jun-20,672
M4 viral media,Macomb County,Jul-20,659
M4 viral media,Macomb County,Aug-20,675
M4 viral media,Macomb County,Sep-20,661
M4 viral media,Macomb County,Oct-20,639
M4 viral media,Macomb County,Nov-20,639
M4 viral media,Macomb County,Dec-20,656
M4 viral media,Genesee County,Jan-20,652
M4 viral media,Genesee County,Feb-20,654
M4 viral media,Genesee County,Mar-20,667
M4 viral media,Genesee County,Apr-20,684
M4 viral media,Genesee County,May-20,636
M4 viral media,Genesee County,Jun-20,662
M4 viral media,Genesee County,Jul-20,651
M4 viral media,Genesee County,Aug-20,679
M4 viral media,Genesee County,Sep-20,656
M4 viral media,Genesee County,Oct-20,671
M4 viral media,Genesee County,Nov-20,682
M4 viral media,Genesee County,Dec-20,639
M4 viral media,Genesee County,Jan-20,659
M4 viral media,Genesee County,Feb-20,652
M4 viral media,Genesee County,Mar-20,643
M4 viral media,Genesee County,Apr-20,647
M4 viral media,Genesee County,May-20,683
M4 viral media,Genesee County,Jun-20,653
M4 viral media,Genesee County,Jul-20,641
M4 viral media,Genesee County,Aug-20,651
M4 viral media,Genesee County,Sep-20,682
M4 viral media,Genesee County,Oct-20,638
M4 viral media,Genesee County,Nov-20,666
M4 viral media,Genesee County,Dec-20,665
M4 viral media,Washtenaw County,Jan-20,671
M4 viral media,Washtenaw County,Feb-20,650
M4 viral media,Washtenaw County,Mar-20,636
M4 viral media,Washtenaw County,Apr-20,645
M4 viral media,Washtenaw County,May-20,679
M4 viral media,Washtenaw County,Jun-20,680
M4 viral media,Washtenaw County,Jul-20,653
M4 viral media,Washtenaw County,Aug-20,683
M4 viral media,Washtenaw County,Sep-20,654
M4 viral media,Washtenaw County,Oct-20,673
M4 viral media,Washtenaw County,Nov-20,666
M4 viral media,Washtenaw County,Dec-20,652
M4 viral media,Washtenaw County,Jan-20,674
M4 viral media,Washtenaw County,Feb-20,679
M4 viral media,Washtenaw County,Mar-20,674
M4 viral media,Washtenaw County,Apr-20,680
M4 viral media,Washtenaw County,May-20,670
M4 viral media,Washtenaw County,Jun-20,673
M4 viral media,Washtenaw County,Jul-20,659
M4 viral media,Washtenaw County,Aug-20,675
M4 viral media,Washtenaw County,Sep-20,637
M4 viral media,Washtenaw County,Oct-20,664
M4 viral media,Washtenaw County,Nov-20,635
M4 viral media,Washtenaw County,Dec-20,643
M4 viral media,Kent County,Jan-20,680
M4 viral media,Kent County,Feb-20,637
M4 viral media,Kent County,Mar-20,655
M4 viral media,Kent County,Apr-20,660
M4 viral media,Kent County,May-20,660
M4 viral media,Kent County,Jun-20,641
M4 viral media,Kent County,Jul-20,637
M4 viral media,Kent County,Aug-20,674
M4 viral media,Kent County,Sep-20,663
M4 viral media,Kent County,Oct-20,667
M4 viral media,Kent County,Nov-20,659
M4 viral media,Kent County,Dec-20,637
M4 viral media,Kent County,Jan-20,659
M4 viral media,Kent County,Feb-20,659
M4 viral media,Kent County,Mar-20,661
M4 viral media,Kent County,Apr-20,654
M4 viral media,Kent County,May-20,679
M4 viral media,Kent County,Jun-20,653
M4 viral media,Kent County,Jul-20,676
M4 viral media,Kent County,Aug-20,669
M4 viral media,Kent County,Sep-20,684
M4 viral media,Kent County,Oct-20,675
M4 viral media,Kent County,Nov-20,648
M4 viral media,Kent County,Dec-20,671
M4 viral media,Saginaw County,Jan-20,657
M4 viral media,Saginaw County,Feb-20,652
M4 viral media,Saginaw County,Mar-20,658
M4 viral media,Saginaw County,Apr-20,673
M4 viral media,Saginaw County,May-20,635
M4 viral media,Saginaw County,Jun-20,683
M4 viral media,Saginaw County,Jul-20,665
M4 viral media,Saginaw County,Aug-20,667
M4 viral media,Saginaw County,Sep-20,667
M4 viral media,Saginaw County,Oct-20,670
M4 viral media,Saginaw County,Nov-20,657
M4 viral media,Saginaw County,Dec-20,684
M4 viral media,Saginaw County,Jan-20,641
M4 viral media,Saginaw County,Feb-20,658
M4 viral media,Saginaw County,Mar-20,669
M4 viral media,Saginaw County,Apr-20,656
M4 viral media,Saginaw County,May-20,657
M4 viral media,Saginaw County,Jun-20,649
M4 viral media,Saginaw County,Jul-20,684
M4 viral media,Saginaw County,Aug-20,653
M4 viral media,Saginaw County,Sep-20,669
M4 viral media,Saginaw County,Oct-20,649
M4 viral media,Saginaw County,Nov-20,664
M4 viral media,Saginaw County,Dec-20,637
M4 viral media,Ingham County,Jan-20,660
M4 viral media,Ingham County,Feb-20,655
M4 viral media,Ingham County,Mar-20,675
M4 viral media,Ingham County,Apr-20,679
M4 viral media,Ingham County,May-20,683
M4 viral media,Ingham County,Jun-20,638
M4 viral media,Ingham County,Jul-20,658
M4 viral media,Ingham County,Aug-20,643
M4 viral media,Ingham County,Sep-20,661
M4 viral media,Ingham County,Oct-20,643
M4 viral media,Ingham County,Nov-20,670
M4 viral media,Ingham County,Dec-20,660
M4 viral media,Ingham County,Jan-20,680
M4 viral media,Ingham County,Feb-20,659
M4 viral media,Ingham County,Mar-20,676
M4 viral media,Ingham County,Apr-20,663
M4 viral media,Ingham County,May-20,637
M4 viral media,Ingham County,Jun-20,636
M4 viral media,Ingham County,Jul-20,671
M4 viral media,Ingham County,Aug-20,665
M4 viral media,Ingham County,Sep-20,643
M4 viral media,Ingham County,Oct-20,661
M4 viral media,Ingham County,Nov-20,662
M4 viral media,Ingham County,Dec-20,659
M4 viral media,Livingston County,Jan-20,637
M4 viral media,Livingston County,Feb-20,657
M4 viral media,Livingston County,Mar-20,680
M4 viral media,Livingston County,Apr-20,670
M4 viral media,Livingston County,May-20,683
M4 viral media,Livingston County,Jun-20,642
M4 viral media,Livingston County,Jul-20,680
M4 viral media,Livingston County,Aug-20,662
M4 viral media,Livingston County,Sep-20,678
M4 viral media,Livingston County,Oct-20,657
M4 viral media,Livingston County,Nov-20,637
M4 viral media,Livingston County,Dec-20,657
M4 viral media,Livingston County,Jan-20,660
M4 viral media,Livingston County,Feb-20,637
M4 viral media,Livingston County,Mar-20,652
M4 viral media,Livingston County,Apr-20,642
M4 viral media,Livingston County,May-20,643
M4 viral media,Livingston County,Jun-20,639
M4 viral media,Livingston County,Jul-20,649
M4 viral media,Livingston County,Aug-20,653
M4 viral media,Livingston County,Sep-20,647
M4 viral media,Livingston County,Oct-20,646
M4 viral media,Livingston County,Nov-20,673
M4 viral media,Livingston County,Dec-20,663
M4 viral media,St. Clair County,Jan-20,650
M4 viral media,St. Clair County,Feb-20,673
M4 viral media,St. Clair County,Mar-20,663
M4 viral media,St. Clair County,Apr-20,655
M4 viral media,St. Clair County,May-20,651
M4 viral media,St. Clair County,Jun-20,660
M4 viral media,St. Clair County,Jul-20,662
M4 viral media,St. Clair County,Aug-20,669
M4 viral media,St. Clair County,Sep-20,660
M4 viral media,St. Clair County,Oct-20,644
M4 viral media,St. Clair County,Nov-20,647
M4 viral media,St. Clair County,Dec-20,656
M4 viral media,St. Clair County,Jan-20,681
M4 viral media,St. Clair County,Feb-20,679
M4 viral media,St. Clair County,Mar-20,668
M4 viral media,St. Clair County,Apr-20,644
M4 viral media,St. Clair County,May-20,639
M4 viral media,St. Clair County,Jun-20,664
M4 viral media,St. Clair County,Jul-20,640
M4 viral media,St. Clair County,Aug-20,637
M4 viral media,St. Clair County,Sep-20,657
M4 viral media,St. Clair County,Oct-20,645
M4 viral media,St. Clair County,Nov-20,657
M4 viral media,St. Clair County,Dec-20,663
M4 viral media,Monroe County,Jan-20,652
M4 viral media,Monroe County,Feb-20,643
M4 viral media,Monroe County,Mar-20,649
M4 viral media,Monroe County,Apr-20,660
M4 viral media,Monroe County,May-20,654
M4 viral media,Monroe County,Jun-20,682
M4 viral media,Monroe County,Jul-20,637
M4 viral media,Monroe County,Aug-20,654
M4 viral media,Monroe County,Sep-20,684
M4 viral media,Monroe County,Oct-20,646
M4 viral media,Monroe County,Nov-20,659
M4 viral media,Monroe County,Dec-20,645
M4 viral media,Monroe County,Jan-20,639
M4 viral media,Monroe County,Feb-20,661
M4 viral media,Monroe County,Mar-20,680
M4 viral media,Monroe County,Apr-20,667
M4 viral media,Monroe County,May-20,682
M4 viral media,Monroe County,Jun-20,635
M4 viral media,Monroe County,Jul-20,668
M4 viral media,Monroe County,Aug-20,648
M4 viral media,Monroe County,Sep-20,667
M4 viral media,Monroe County,Oct-20,669
M4 viral media,Monroe County,Nov-20,664
M4 viral media,Monroe County,Dec-20,680
Triple packaging boxes,Wayne County,Jan-20,847
Triple packaging boxes,Wayne County,Feb-20,812
Triple packaging boxes,Wayne County,Mar-20,841
Triple packaging boxes,Wayne County,Apr-20,854
Triple packaging boxes,Wayne County,May-20,846
Triple packaging boxes,Wayne County,Jun-20,814
Triple packaging boxes,Wayne County,Jul-20,856
Triple packaging boxes,Wayne County,Aug-20,824
Triple packaging boxes,Wayne County,Sep-20,810
Triple packaging boxes,Wayne County,Oct-20,835
Triple packaging boxes,Wayne County,Nov-20,822
Triple packaging boxes,Wayne County,Dec-20,811
Triple packaging boxes,Wayne County,Jan-20,840
Triple packaging boxes,Wayne County,Feb-20,817
Triple packaging boxes,Wayne County,Mar-20,848
Triple packaging boxes,Wayne County,Apr-20,810
Triple packaging boxes,Wayne County,May-20,825
Triple packaging boxes,Wayne County,Jun-20,850
Triple packaging boxes,Wayne County,Jul-20,850
Triple packaging boxes,Wayne County,Aug-20,826
Triple packaging boxes,Wayne County,Sep-20,810
Triple packaging boxes,Wayne County,Oct-20,814
Triple packaging boxes,Wayne County,Nov-20,830
Triple packaging boxes,Wayne County,Dec-20,810
Triple packaging boxes,Oakland County,Jan-20,855
Triple packaging boxes,Oakland County,Feb-20,847
Triple packaging boxes,Oakland County,Mar-20,856
Triple packaging boxes,Oakland County,Apr-20,828
Triple packaging boxes,Oakland County,May-20,819
Triple packaging boxes,Oakland County,Jun-20,823
Triple packaging boxes,Oakland County,Jul-20,844
Triple packaging boxes,Oakland County,Aug-20,840
Triple packaging boxes,Oakland County,Sep-20,830
Triple packaging boxes,Oakland County,Oct-20,811
Triple packaging boxes,Oakland County,Nov-20,838
Triple packaging boxes,Oakland County,Dec-20,839
Triple packaging boxes,Oakland County,Jan-20,836
Triple packaging boxes,Oakland County,Feb-20,822
Triple packaging boxes,Oakland County,Mar-20,845
Triple packaging boxes,Oakland County,Apr-20,820
Triple packaging boxes,Oakland County,May-20,847
Triple packaging boxes,Oakland County,Jun-20,813
Triple packaging boxes,Oakland County,Jul-20,855
Triple packaging boxes,Oakland County,Aug-20,844
Triple packaging boxes,Oakland County,Sep-20,843
Triple packaging boxes,Oakland County,Oct-20,840
Triple packaging boxes,Oakland County,Nov-20,852
Triple packaging boxes,Oakland County,Dec-20,853
Triple packaging boxes,Macomb County,Jan-20,831
Triple packaging boxes,Macomb County,Feb-20,850
Triple packaging boxes,Macomb County,Mar-20,840
Triple packaging boxes,Macomb County,Apr-20,850
Triple packaging boxes,Macomb County,May-20,832
Triple packaging boxes,Macomb County,Jun-20,857
Triple packaging boxes,Macomb County,Jul-20,842
Triple packaging boxes,Macomb County,Aug-20,844
Triple packaging boxes,Macomb County,Sep-20,845
Triple packaging boxes,Macomb County,Oct-20,819
Triple packaging boxes,Macomb County,Nov-20,812
Triple packaging boxes,Macomb County,Dec-20,851
Triple packaging boxes,Macomb County,Jan-20,817
Triple packaging boxes,Macomb County,Feb-20,822
Triple packaging boxes,Macomb County,Mar-20,815
Triple packaging boxes,Macomb County,Apr-20,815
Triple packaging boxes,Macomb County,May-20,818
Triple packaging boxes,Macomb County,Jun-20,823
Triple packaging boxes,Macomb County,Jul-20,856
Triple packaging boxes,Macomb County,Aug-20,831
Triple packaging boxes,Macomb County,Sep-20,858
Triple packaging boxes,Macomb County,Oct-20,823
Triple packaging boxes,Macomb County,Nov-20,846
Triple packaging boxes,Macomb County,Dec-20,856
Triple packaging boxes,Genesee County,Jan-20,849
Triple packaging boxes,Genesee County,Feb-20,817
Triple packaging boxes,Genesee County,Mar-20,825
Triple packaging boxes,Genesee County,Apr-20,828
Triple packaging boxes,Genesee County,May-20,827
Triple packaging boxes,Genesee County,Jun-20,847
Triple packaging boxes,Genesee County,Jul-20,821
Triple packaging boxes,Genesee County,Aug-20,835
Triple packaging boxes,Genesee County,Sep-20,829
Triple packaging boxes,Genesee County,Oct-20,846
Triple packaging boxes,Genesee County,Nov-20,814
Triple packaging boxes,Genesee County,Dec-20,834
Triple packaging boxes,Genesee County,Jan-20,832
Triple packaging boxes,Genesee County,Feb-20,825
Triple packaging boxes,Genesee County,Mar-20,852
Triple packaging boxes,Genesee County,Apr-20,834
Triple packaging boxes,Genesee County,May-20,847
Triple packaging boxes,Genesee County,Jun-20,817
Triple packaging boxes,Genesee County,Jul-20,829
Triple packaging boxes,Genesee County,Aug-20,839
Triple packaging boxes,Genesee County,Sep-20,824
Triple packaging boxes,Genesee County,Oct-20,856
Triple packaging boxes,Genesee County,Nov-20,827
Triple packaging boxes,Genesee County,Dec-20,834
Triple packaging boxes,Washtenaw County,Jan-20,816
Triple packaging boxes,Washtenaw County,Feb-20,835
Triple packaging boxes,Washtenaw County,Mar-20,844
Triple packaging boxes,Washtenaw County,Apr-20,812
Triple packaging boxes,Washtenaw County,May-20,856
Triple packaging boxes,Washtenaw County,Jun-20,834
Triple packaging boxes,Washtenaw County,Jul-20,829
Triple packaging boxes,Washtenaw County,Aug-20,859
Triple packaging boxes,Washtenaw County,Sep-20,857
Triple packaging boxes,Washtenaw County,Oct-20,812
Triple packaging boxes,Washtenaw County,Nov-20,831
Triple packaging boxes,Washtenaw County,Dec-20,828
Triple packaging boxes,Washtenaw County,Jan-20,850
Triple packaging boxes,Washtenaw County,Feb-20,820
Triple packaging boxes,Washtenaw County,Mar-20,851
Triple packaging boxes,Washtenaw County,Apr-20,836
Triple packaging boxes,Washtenaw County,May-20,824
Triple packaging boxes,Washtenaw County,Jun-20,858
Triple packaging boxes,Washtenaw County,Jul-20,837
Triple packaging boxes,Washtenaw County,Aug-20,850
Triple packaging boxes,Washtenaw County,Sep-20,827
Triple packaging boxes,Washtenaw County,Oct-20,856
Triple packaging boxes,Washtenaw County,Nov-20,854
Triple packaging boxes,Washtenaw County,Dec-20,843
Triple packaging boxes,Kent County,Jan-20,829
Triple packaging boxes,Kent County,Feb-20,815
Triple packaging boxes,Kent County,Mar-20,815
Triple packaging boxes,Kent County,Apr-20,825
Triple packaging boxes,Kent County,May-20,852
Triple packaging boxes,Kent County,Jun-20,857
Triple packaging boxes,Kent County,Jul-20,846
Triple packaging boxes,Kent County,Aug-20,822
Triple packaging boxes,Kent County,Sep-20,821
Triple packaging boxes,Kent County,Oct-20,851
Triple packaging boxes,Kent County,Nov-20,812
Triple packaging boxes,Kent County,Dec-20,841
Triple packaging boxes,Kent County,Jan-20,853
Triple packaging boxes,Kent County,Feb-20,845
Triple packaging boxes,Kent County,Mar-20,812
Triple packaging boxes,Kent County,Apr-20,812
Triple packaging boxes,Kent County,May-20,822
Triple packaging boxes,Kent County,Jun-20,823
Triple packaging boxes,Kent County,Jul-20,852
Triple packaging boxes,Kent County,Aug-20,834
Triple packaging boxes,Kent County,Sep-20,839
Triple packaging boxes,Kent County,Oct-20,815
Triple packaging boxes,Kent County,Nov-20,857
Triple packaging boxes,Kent County,Dec-20,821
Triple packaging boxes,Saginaw County,Jan-20,821
Triple packaging boxes,Saginaw County,Feb-20,819
Triple packaging boxes,Saginaw County,Mar-20,858
Triple packaging boxes,Saginaw County,Apr-20,841
Triple packaging boxes,Saginaw County,May-20,835
Triple packaging boxes,Saginaw County,Jun-20,858
Triple packaging boxes,Saginaw County,Jul-20,857
Triple packaging boxes,Saginaw County,Aug-20,826
Triple packaging boxes,Saginaw County,Sep-20,834
Triple packaging boxes,Saginaw County,Oct-20,825
Triple packaging boxes,Saginaw County,Nov-20,825
Triple packaging boxes,Saginaw County,Dec-20,831
Triple packaging boxes,Saginaw County,Jan-20,849
Triple packaging boxes,Saginaw County,Feb-20,849
Triple packaging boxes,Saginaw County,Mar-20,813
Triple packaging boxes,Saginaw County,Apr-20,858
Triple packaging boxes,Saginaw County,May-20,841
Triple packaging boxes,Saginaw County,Jun-20,827
Triple packaging boxes,Saginaw County,Jul-20,850
Triple packaging boxes,Saginaw County,Aug-20,816
Triple packaging boxes,Saginaw County,Sep-20,848
Triple packaging boxes,Saginaw County,Oct-20,858
Triple packaging boxes,Saginaw County,Nov-20,827
Triple packaging boxes,Saginaw County,Dec-20,824
Triple packaging boxes,Ingham County,Jan-20,846
Triple packaging boxes,Ingham County,Feb-20,827
Triple packaging boxes,Ingham County,Mar-20,815
Triple packaging boxes,Ingham County,Apr-20,844
Triple packaging boxes,Ingham County,May-20,825
Triple packaging boxes,Ingham County,Jun-20,834
Triple packaging boxes,Ingham County,Jul-20,858
Triple packaging boxes,Ingham County,Aug-20,838
Triple packaging boxes,Ingham County,Sep-20,815
Triple packaging boxes,Ingham County,Oct-20,844
Triple packaging boxes,Ingham County,Nov-20,840
Triple packaging boxes,Ingham County,Dec-20,837
Triple packaging boxes,Ingham County,Jan-20,814
Triple packaging boxes,Ingham County,Feb-20,843
Triple packaging boxes,Ingham County,Mar-20,834
Triple packaging boxes,Ingham County,Apr-20,843
Triple packaging boxes,Ingham County,May-20,818
Triple packaging boxes,Ingham County,Jun-20,856
Triple packaging boxes,Ingham County,Jul-20,833
Triple packaging boxes,Ingham County,Aug-20,812
Triple packaging boxes,Ingham County,Sep-20,815
Triple packaging boxes,Ingham County,Oct-20,838
Triple packaging boxes,Ingham County,Nov-20,854
Triple packaging boxes,Ingham County,Dec-20,816
Triple packaging boxes,Livingston County,Jan-20,818
Triple packaging boxes,Livingston County,Feb-20,822
Triple packaging boxes,Livingston County,Mar-20,823
Triple packaging boxes,Livingston County,Apr-20,824
Triple packaging boxes,Livingston County,May-20,835
Triple packaging boxes,Livingston County,Jun-20,813
Triple packaging boxes,Livingston County,Jul-20,817
Triple packaging boxes,Livingston County,Aug-20,828
Triple packaging boxes,Livingston County,Sep-20,844
Triple packaging boxes,Livingston County,Oct-20,821
Triple packaging boxes,Livingston County,Nov-20,827
Triple packaging boxes,Livingston County,Dec-20,857
Triple packaging boxes,Livingston County,Jan-20,813
Triple packaging boxes,Livingston County,Feb-20,818
Triple packaging boxes,Livingston County,Mar-20,829
Triple packaging boxes,Livingston County,Apr-20,858
Triple packaging boxes,Livingston County,May-20,830
Triple packaging boxes,Livingston County,Jun-20,810
Triple packaging boxes,Livingston County,Jul-20,839
Triple packaging boxes,Livingston County,Aug-20,857
Triple packaging boxes,Livingston County,Sep-20,822
Triple packaging boxes,Livingston County,Oct-20,824
Triple packaging boxes,Livingston County,Nov-20,831
Triple packaging boxes,Livingston County,Dec-20,823
Triple packaging boxes,St. Clair County,Jan-20,841
Triple packaging boxes,St. Clair County,Feb-20,823
Triple packaging boxes,St. Clair County,Mar-20,822
Triple packaging boxes,St. Clair County,Apr-20,812
Triple packaging boxes,St. Clair County,May-20,831
Triple packaging boxes,St. Clair County,Jun-20,857
Triple packaging boxes,St. Clair County,Jul-20,817
Triple packaging boxes,St. Clair County,Aug-20,843
Triple packaging boxes,St. Clair County,Sep-20,837
Triple packaging boxes,St. Clair County,Oct-20,814
Triple packaging boxes,St. Clair County,Nov-20,857
Triple packaging boxes,St. Clair County,Dec-20,818
Triple packaging boxes,St. Clair County,Jan-20,851
Triple packaging boxes,St. Clair County,Feb-20,825
Triple packaging boxes,St. Clair County,Mar-20,815
Triple packaging boxes,St. Clair County,Apr-20,837
Triple packaging boxes,St. Clair County,May-20,831
Triple packaging boxes,St. Clair County,Jun-20,854
Triple packaging boxes,St. Clair County,Jul-20,836
Triple packaging boxes,St. Clair County,Aug-20,840
Triple packaging boxes,St. Clair County,Sep-20,850
Triple packaging boxes,St. Clair County,Oct-20,856
Triple packaging boxes,St. Clair County,Nov-20,837
Triple packaging boxes,St. Clair County,Dec-20,834
Triple packaging boxes,Monroe County,Jan-20,838
Triple packaging boxes,Monroe County,Feb-20,843
Triple packaging boxes,Monroe County,Mar-20,831
Triple packaging boxes,Monroe County,Apr-20,824
Triple packaging boxes,Monroe County,May-20,846
Triple packaging boxes,Monroe County,Jun-20,826
Triple packaging boxes,Monroe County,Jul-20,853
Triple packaging boxes,Monroe County,Aug-20,812
Triple packaging boxes,Monroe County,Sep-20,813
Triple packaging boxes,Monroe County,Oct-20,837
Triple packaging boxes,Monroe County,Nov-20,817
Triple packaging boxes,Monroe County,Dec-20,813
Triple packaging boxes,Monroe County,Jan-20,835
Triple packaging boxes,Monroe County,Feb-20,825
Triple packaging boxes,Monroe County,Mar-20,849
Triple packaging boxes,Monroe County,Apr-20,828
Triple packaging boxes,Monroe County,May-20,815
Triple packaging boxes,Monroe County,Jun-20,851
Triple packaging boxes,Monroe County,Jul-20,839
Triple packaging boxes,Monroe County,Aug-20,816
Triple packaging boxes,Monroe County,Sep-20,834
Triple packaging boxes,Monroe County,Oct-20,818
Triple packaging boxes,Monroe County,Nov-20,819
Triple packaging boxes,Monroe County,Dec-20,849
Liquid soap,Wayne County,Jan-20,708
Liquid soap,Wayne County,Feb-20,687
Liquid soap,Wayne County,Mar-20,687
Liquid soap,Wayne County,Apr-20,688
Liquid soap,Wayne County,May-20,671
Liquid soap,Wayne County,Jun-20,675
Liquid soap,Wayne County,Jul-20,707
Liquid soap,Wayne County,Aug-20,710
Liquid soap,Wayne County,Sep-20,668
Liquid soap,Wayne County,Oct-20,687
Liquid soap,Wayne County,Nov-20,715
Liquid soap,Wayne County,Dec-20,697
Liquid soap,Wayne County,Jan-20,678
Liquid soap,Wayne County,Feb-20,717
Liquid soap,Wayne County,Mar-20,674
Liquid soap,Wayne County,Apr-20,701
Liquid soap,Wayne County,May-20,715
Liquid soap,Wayne County,Jun-20,709
Liquid soap,Wayne County,Jul-20,674
Liquid soap,Wayne County,Aug-20,691
Liquid soap,Wayne County,Sep-20,685
Liquid soap,Wayne County,Oct-20,692
Liquid soap,Wayne County,Nov-20,685
Liquid soap,Wayne County,Dec-20,673
Liquid soap,Oakland County,Jan-20,697
Liquid soap,Oakland County,Feb-20,690
Liquid soap,Oakland County,Mar-20,670
Liquid soap,Oakland County,Apr-20,693
Liquid soap,Oakland County,May-20,675
Liquid soap,Oakland County,Jun-20,668
Liquid soap,Oakland County,Jul-20,678
Liquid soap,Oakland County,Aug-20,681
Liquid soap,Oakland County,Sep-20,671
Liquid soap,Oakland County,Oct-20,675
Liquid soap,Oakland County,Nov-20,712
Liquid soap,Oakland County,Dec-20,691
Liquid soap,Oakland County,Jan-20,686
Liquid soap,Oakland County,Feb-20,701
Liquid soap,Oakland County,Mar-20,676
Liquid soap,Oakland County,Apr-20,705
Liquid soap,Oakland County,May-20,699
Liquid soap,Oakland County,Jun-20,671
Liquid soap,Oakland County,Jul-20,715
Liquid soap,Oakland County,Aug-20,703
Liquid soap,Oakland County,Sep-20,712
Liquid soap,Oakland County,Oct-20,685
Liquid soap,Oakland County,Nov-20,699
Liquid soap,Oakland County,Dec-20,678
Liquid soap,Macomb County,Jan-20,677
Liquid soap,Macomb County,Feb-20,682
Liquid soap,Macomb County,Mar-20,690
Liquid soap,Macomb County,Apr-20,692
Liquid soap,Macomb County,May-20,716
Liquid soap,Macomb County,Jun-20,716
Liquid soap,Macomb County,Jul-20,669
Liquid soap,Macomb County,Aug-20,682
Liquid soap,Macomb County,Sep-20,671
Liquid soap,Macomb County,Oct-20,691
Liquid soap,Macomb County,Nov-20,714
Liquid soap,Macomb County,Dec-20,693
Liquid soap,Macomb County,Jan-20,691
Liquid soap,Macomb County,Feb-20,691
Liquid soap,Macomb County,Mar-20,704
Liquid soap,Macomb County,Apr-20,687
Liquid soap,Macomb County,May-20,714
Liquid soap,Macomb County,Jun-20,701
Liquid soap,Macomb County,Jul-20,700
Liquid soap,Macomb County,Aug-20,677
Liquid soap,Macomb County,Sep-20,717
Liquid soap,Macomb County,Oct-20,705
Liquid soap,Macomb County,Nov-20,679
Liquid soap,Macomb County,Dec-20,669
Liquid soap,Genesee County,Jan-20,695
Liquid soap,Genesee County,Feb-20,700
Liquid soap,Genesee County,Mar-20,705
Liquid soap,Genesee County,Apr-20,676
Liquid soap,Genesee County,May-20,694
Liquid soap,Genesee County,Jun-20,713
Liquid soap,Genesee County,Jul-20,696
Liquid soap,Genesee County,Aug-20,695
Liquid soap,Genesee County,Sep-20,696
Liquid soap,Genesee County,Oct-20,674
Liquid soap,Genesee County,Nov-20,690
Liquid soap,Genesee County,Dec-20,685
Liquid soap,Genesee County,Jan-20,706
Liquid soap,Genesee County,Feb-20,693
Liquid soap,Genesee County,Mar-20,690
Liquid soap,Genesee County,Apr-20,695
Liquid soap,Genesee County,May-20,669
Liquid soap,Genesee County,Jun-20,687
Liquid soap,Genesee County,Jul-20,695
Liquid soap,Genesee County,Aug-20,708
Liquid soap,Genesee County,Sep-20,706
Liquid soap,Genesee County,Oct-20,675
Liquid soap,Genesee County,Nov-20,681
Liquid soap,Genesee County,Dec-20,697
Liquid soap,Washtenaw County,Jan-20,694
Liquid soap,Washtenaw County,Feb-20,698
Liquid soap,Washtenaw County,Mar-20,679
Liquid soap,Washtenaw County,Apr-20,710
Liquid soap,Washtenaw County,May-20,696
Liquid soap,Washtenaw County,Jun-20,712
Liquid soap,Washtenaw County,Jul-20,714
Liquid soap,Washtenaw County,Aug-20,675
Liquid soap,Washtenaw County,Sep-20,669
Liquid soap,Washtenaw County,Oct-20,714
Liquid soap,Washtenaw County,Nov-20,683
Liquid soap,Washtenaw County,Dec-20,681
Liquid soap,Washtenaw County,Jan-20,701
Liquid soap,Washtenaw County,Feb-20,690
Liquid soap,Washtenaw County,Mar-20,671
Liquid soap,Washtenaw County,Apr-20,689
Liquid soap,Washtenaw County,May-20,679
Liquid soap,Washtenaw County,Jun-20,673
Liquid soap,Washtenaw County,Jul-20,712
Liquid soap,Washtenaw County,Aug-20,708
Liquid soap,Washtenaw County,Sep-20,694
Liquid soap,Washtenaw County,Oct-20,682
Liquid soap,Washtenaw County,Nov-20,707
Liquid soap,Washtenaw County,Dec-20,698
Liquid soap,Kent County,Jan-20,701
Liquid soap,Kent County,Feb-20,680
Liquid soap,Kent County,Mar-20,681
Liquid soap,Kent County,Apr-20,689
Liquid soap,Kent County,May-20,685
Liquid soap,Kent County,Jun-20,687
Liquid soap,Kent County,Jul-20,707
Liquid soap,Kent County,Aug-20,683
