product,market,month,demand,allocation,absdiff,reldiff
Triple packaging boxes,Livingston County,Jan-20,82.0,80,2,2.4096385542168677
Triple packaging boxes,Livingston County,Feb-20,87.5,85,2,2.824858757062147
Triple packaging boxes,Livingston County,Mar-20,87.5,84,3,3.9548022598870056
Triple packaging boxes,Livingston County,Apr-20,92.5,88,4,4.81283422459893
Triple packaging boxes,Livingston County,May-20,93.5,88,5,5.8201058201058204
Triple packaging boxes,Livingston County,Jun-20,93.0,87,6,6.382978723404255
Triple packaging boxes,Livingston County,Jul-20,86.5,86,0,0.5714285714285714
Triple packaging boxes,Livingston County,Aug-20,87.0,83,4,4.545454545454546
Triple packaging boxes,Livingston County,Sep-20,82.5,82,0,0.5988023952095808
Triple packaging boxes,St. Clair County,Jan-20,104.5,101,3,3.3175355450236967
Triple packaging boxes,St. Clair County,Feb-20,99.5,96,3,3.482587064676617
Triple packaging boxes,St. Clair County,Mar-20,104.5,100,4,4.265402843601896
Triple packaging boxes,St. Clair County,Apr-20,103.5,98,5,5.2631578947368425
Triple packaging boxes,St. Clair County,May-20,105.5,100,5,5.164319248826291
Triple packaging boxes,St. Clair County,Jun-20,106.0,99,7,6.542056074766355
Triple packaging boxes,St. Clair County,Jul-20,106.5,105,1,1.3953488372093024
Triple packaging boxes,St. Clair County,Aug-20,107.0,103,4,3.7037037037037037
Triple packaging boxes,St. Clair County,Sep-20,107.5,106,1,1.3824884792626728
Triple packaging boxes,Monroe County,Jan-20,82.5,80,2,2.9940119760479043
Triple packaging boxes,Monroe County,Feb-20,81.5,79,2,3.0303030303030303
Triple packaging boxes,Monroe County,Mar-20,80.5,77,3,4.294478527607362
Triple packaging boxes,Monroe County,Apr-20,82.0,77,5,6.024096385542169
Triple packaging boxes,Monroe County,May-20,84.0,79,5,5.882352941176471
Triple packaging boxes,Monroe County,Jun-20,84.0,78,6,7.0588235294117645
Triple packaging boxes,Monroe County,Jul-20,87.5,87,0,0.5649717514124294
Triple packaging boxes,Monroe County,Aug-20,83.5,79,4,5.325443786982248
Triple packaging boxes,Monroe County,Sep-20,91.5,91,0,0.5405405405405406
IV Catheters,Wayne County,Jan-20,101.0,91,10,9.803921568627452
IV Catheters,Wayne County,Feb-20,99.5,88,11,11.442786069651742
IV Catheters,Wayne County,Mar-20,100.0,89,11,10.891089108910892
IV Catheters,Wayne County,Apr-20,100.5,93,7,7.389162561576355
IV Catheters,Wayne County,May-20,101.5,88,13,13.170731707317072
IV Catheters,Wayne County,Jun-20,100.5,87,13,13.300492610837438
IV Catheters,Wayne County,Jul-20,95.5,75,20,21.243523316062177
IV Catheters,Wayne County,Aug-20,101.0,78,23,22.54901960784314
IV Catheters,Wayne County,Sep-20,98.5,79,19,19.597989949748744
IV Catheters,Oakland County,Jan-20,80.5,72,8,10.429447852760736
IV Catheters,Oakland County,Feb-20,74.0,65,9,12.0
IV Catheters,Oakland County,Mar-20,82.0,73,9,10.843373493975903
IV Catheters,Oakland County,Apr-20,84.0,68,16,18.823529411764707
IV Catheters,Oakland County,May-20,76.5,60,16,21.29032258064516
IV Catheters,Oakland County,Jun-20,83.0,66,17,20.238095238095237
IV Catheters,Oakland County,Jul-20,80.0,68,12,14.814814814814815
IV Catheters,Oakland County,Aug-20,76.5,62,14,18.70967741935484
IV Catheters,Oakland County,Sep-20,81.0,70,11,13.414634146341463
IV Catheters,Macomb County,Jan-20,112.5,96,16,14.537444933920705
IV Catheters,Macomb County,Feb-20,115.5,99,16,14.163090128755364
IV Catheters,Macomb County,Mar-20,117.0,100,17,14.40677966101695
IV Catheters,Macomb County,Apr-20,117.5,99,18,15.611814345991561
IV Catheters,Macomb County,May-20,119.5,100,19,16.182572614107883
IV Catheters,Macomb County,Jun-20,115.5,96,19,16.738197424892704
IV Catheters,Macomb County,Jul-20,113.0,98,15,13.157894736842104
IV Catheters,Macomb County,Aug-20,115.0,98,17,14.655172413793103
IV Catheters,Macomb County,Sep-20,121.0,107,14,11.475409836065573
IV Catheters,Genesee County,Jan-20,114.0,96,18,15.652173913043478
IV Catheters,Genesee County,Feb-20,114.5,95,19,16.883116883116884
IV Catheters,Genesee County,Mar-20,112.0,91,21,18.58407079646018
IV Catheters,Genesee County,Apr-20,113.0,91,22,19.29824561403509
IV Catheters,Genesee County,May-20,118.0,92,26,21.84873949579832
IV Catheters,Genesee County,Jun-20,120.0,94,26,21.487603305785125
IV Catheters,Genesee County,Jul-20,114.0,92,22,19.130434782608695
IV Catheters,Genesee County,Aug-20,117.0,93,24,20.338983050847457
IV Catheters,Genesee County,Sep-20,114.5,93,21,18.614718614718615
IV Catheters,Washtenaw County,Jan-20,114.5,96,18,16.017316017316016
IV Catheters,Washtenaw County,Feb-20,114.0,95,19,16.52173913043478
IV Catheters,Washtenaw County,Mar-20,121.5,102,19,15.918367346938776
IV Catheters,Washtenaw County,Apr-20,125.5,103,22,17.786561264822133
IV Catheters,Washtenaw County,May-20,123.5,100,23,18.87550200803213
IV Catheters,Washtenaw County,Jun-20,130.5,107,23,17.870722433460077
IV Catheters,Washtenaw County,Jul-20,109.5,91,18,16.742081447963802
IV Catheters,Washtenaw County,Aug-20,116.0,95,21,17.94871794871795
IV Catheters,Washtenaw County,Sep-20,114.0,96,18,15.652173913043478
IV Catheters,Kent County,Jan-20,74.0,67,7,9.333333333333334
IV Catheters,Kent County,Feb-20,74.5,67,7,9.933774834437086
IV Catheters,Kent County,Mar-20,71.0,63,8,11.11111111111111
IV Catheters,Kent County,Apr-20,79.0,60,19,23.75
IV Catheters,Kent County,May-20,81.5,62,19,23.636363636363637
IV Catheters,Kent County,Jun-20,77.0,57,20,25.641025641025642
IV Catheters,Kent County,Jul-20,70.5,56,14,20.27972027972028
IV Catheters,Kent County,Aug-20,70.0,52,18,25.35211267605634
IV Catheters,Kent County,Sep-20,74.0,60,14,18.666666666666668
IV Catheters,Saginaw County,Jan-20,66.5,57,9,14.074074074074074
IV Catheters,Saginaw County,Feb-20,67.0,57,10,14.705882352941176
IV Catheters,Saginaw County,Mar-20,65.0,54,11,16.666666666666668
IV Catheters,Saginaw County,Apr-20,69.0,57,12,17.142857142857142
IV Catheters,Saginaw County,May-20,69.0,57,12,17.142857142857142
IV Catheters,Saginaw County,Jun-20,73.5,61,12,16.778523489932887
IV Catheters,Saginaw County,Jul-20,63.0,55,8,12.5
IV Catheters,Saginaw County,Aug-20,63.0,53,10,15.625
IV Catheters,Saginaw County,Sep-20,66.0,56,10,14.925373134328359
IV Catheters,Ingham County,Jan-20,71.0,61,10,13.88888888888889
IV Catheters,Ingham County,Feb-20,73.0,63,10,13.513513513513514
IV Catheters,Ingham County,Mar-20,73.0,62,11,14.864864864864865
IV Catheters,Ingham County,Apr-20,76.5,64,12,16.129032258064516
IV Catheters,Ingham County,May-20,79.0,66,13,16.25
IV Catheters,Ingham County,Jun-20,76.0,54,22,28.571428571428573
IV Catheters,Ingham County,Jul-20,67.5,50,17,25.547445255474454
IV Catheters,Ingham County,Aug-20,71.5,52,19,26.896551724137932
IV Catheters,Ingham County,Sep-20,69.0,53,16,22.857142857142858
IV Catheters,Livingston County,Jan-20,70.0,51,19,26.760563380281692
IV Catheters,Livingston County,Feb-20,67.0,47,20,29.41176470588235
IV Catheters,Livingston County,Mar-20,71.5,51,20,28.275862068965516
IV Catheters,Livingston County,Apr-20,73.0,52,21,28.37837837837838
IV Catheters,Livingston County,May-20,77.5,55,22,28.662420382165607
IV Catheters,Livingston County,Jun-20,78.5,56,22,28.30188679245283
IV Catheters,Livingston County,Jul-20,71.5,54,17,24.137931034482758
IV Catheters,Livingston County,Aug-20,69.5,49,20,29.078014184397162
IV Catheters,Livingston County,Sep-20,68.0,51,17,24.63768115942029
IV Catheters,St. Clair County,Jan-20,24.5,19,5,21.568627450980394
IV Catheters,St. Clair County,Feb-20,24.0,18,6,24.0
IV Catheters,St. Clair County,Mar-20,27.0,20,7,25.0
IV Catheters,St. Clair County,Apr-20,27.0,18,9,32.142857142857146
IV Catheters,St. Clair County,May-20,29.0,20,9,30.0
IV Catheters,St. Clair County,Jun-20,27.0,18,9,32.142857142857146
IV Catheters,St. Clair County,Jul-20,29.0,23,6,20.0
IV Catheters,St. Clair County,Aug-20,30.0,17,13,41.935483870967744
IV Catheters,St. Clair County,Sep-20,31.5,21,10,32.30769230769231
IV Catheters,Monroe County,Jan-20,22.0,18,4,17.391304347826086
IV Catheters,Monroe County,Feb-20,17.5,12,5,29.72972972972973
IV Catheters,Monroe County,Mar-20,16.0,11,5,29.41176470588235
IV Catheters,Monroe County,Apr-20,19.5,12,7,36.58536585365854
IV Catheters,Monroe County,May-20,19.0,11,8,40.0
IV Catheters,Monroe County,Jun-20,20.5,13,7,34.883720930232556
IV Catheters,Monroe County,Jul-20,22.5,16,6,27.659574468085108
IV Catheters,Monroe County,Aug-20,19.0,9,10,50.0
IV Catheters,Monroe County,Sep-20,17.0,11,6,33.333333333333336
Syringes,Wayne County,Jan-20,57.0,3,54,93.10344827586206
Syringes,Wayne County,Feb-20,59.0,4,55,91.66666666666667
Syringes,Wayne County,Mar-20,60.5,5,55,90.2439024390244
Syringes,Wayne County,Apr-20,57.5,0,57,100.0
Syringes,Wayne County,May-20,56.0,0,56,100.0
Syringes,Wayne County,Jun-20,52.0,0,52,100.0
Syringes,Wayne County,Jul-20,48.0,0,48,100.0
Syringes,Wayne County,Aug-20,50.5,0,50,100.0
Syringes,Wayne County,Sep-20,51.0,0,51,100.0
Syringes,Oakland County,Jan-20,25.0,1,24,92.3076923076923
Syringes,Oakland County,Feb-20,27.0,3,24,85.71428571428571
Syringes,Oakland County,Mar-20,22.0,0,22,100.0
Syringes,Oakland County,Apr-20,22.0,0,22,100.0
Syringes,Oakland County,May-20,19.5,0,19,100.0
Syringes,Oakland County,Jun-20,21.0,0,21,100.0
Syringes,Oakland County,Jul-20,23.5,0,23,100.0
Syringes,Oakland County,Aug-20,23.0,0,23,100.0
Syringes,Oakland County,Sep-20,21.0,0,21,100.0
Syringes,Macomb County,Jan-20,66.5,6,60,89.62962962962963
Syringes,Macomb County,Feb-20,66.5,6,60,89.62962962962963
Syringes,Macomb County,Mar-20,65.5,1,64,96.99248120300751
Syringes,Macomb County,Apr-20,61.5,0,61,100.0
Syringes,Macomb County,May-20,64.5,0,64,100.0
Syringes,Macomb County,Jun-20,58.5,0,58,100.0
Syringes,Macomb County,Jul-20,60.5,0,60,100.0
Syringes,Macomb County,Aug-20,60.5,0,60,100.0
Syringes,Macomb County,Sep-20,56.0,0,56,100.0
Syringes,Genesee County,Jan-20,79.5,9,70,87.5776397515528
Syringes,Genesee County,Feb-20,75.5,5,70,92.15686274509804
Syringes,Genesee County,Mar-20,75.0,2,73,96.05263157894737
Syringes,Genesee County,Apr-20,75.5,0,75,100.0
Syringes,Genesee County,May-20,72.5,0,72,100.0
Syringes,Genesee County,Jun-20,69.0,0,69,100.0
Syringes,Genesee County,Jul-20,67.5,0,67,100.0
Syringes,Genesee County,Aug-20,65.0,0,65,100.0
Syringes,Genesee County,Sep-20,70.0,0,70,100.0
Syringes,Washtenaw County,Jan-20,78.5,8,70,88.67924528301887
Syringes,Washtenaw County,Feb-20,76.5,6,70,90.96774193548387
Syringes,Washtenaw County,Mar-20,76.5,2,74,96.12903225806451
Syringes,Washtenaw County,Apr-20,79.5,0,79,100.0
Syringes,Washtenaw County,May-20,78.0,0,78,100.0
Syringes,Washtenaw County,Jun-20,77.5,0,77,100.0
Syringes,Washtenaw County,Jul-20,67.0,0,67,100.0
Syringes,Washtenaw County,Aug-20,65.5,0,65,100.0
Syringes,Washtenaw County,Sep-20,63.0,0,63,100.0
Syringes,Kent County,Jan-20,62.0,6,56,88.88888888888889
Syringes,Kent County,Feb-20,61.5,5,56,90.4
Syringes,Kent County,Mar-20,60.0,1,59,96.72131147540983
Syringes,Kent County,Apr-20,63.0,0,63,100.0
Syringes,Kent County,May-20,62.0,0,62,100.0
Syringes,Kent County,Jun-20,59.5,0,59,100.0
Syringes,Kent County,Jul-20,52.5,0,52,100.0
Syringes,Kent County,Aug-20,54.5,0,54,100.0
Syringes,Kent County,Sep-20,48.5,0,48,100.0
Syringes,Saginaw County,Jan-20,54.5,6,48,87.38738738738739
Syringes,Saginaw County,Feb-20,54.0,5,49,89.0909090909091
Syringes,Saginaw County,Mar-20,50.0,0,50,100.0
Syringes,Saginaw County,Apr-20,50.0,0,50,100.0
Syringes,Saginaw County,May-20,50.0,0,50,100.0
Syringes,Saginaw County,Jun-20,52.5,0,52,100.0
Syringes,Saginaw County,Jul-20,45.0,0,45,100.0
Syringes,Saginaw County,Aug-20,40.0,0,40,100.0
Syringes,Saginaw County,Sep-20,44.5,0,44,100.0
Syringes,Ingham County,Jan-20,49.0,4,45,90.0
Syringes,Ingham County,Feb-20,52.0,6,46,86.79245283018868
Syringes,Ingham County,Mar-20,51.0,1,50,96.15384615384616
Syringes,Ingham County,Apr-20,54.0,0,54,100.0
Syringes,Ingham County,May-20,48.5,0,48,100.0
Syringes,Ingham County,Jun-20,52.0,0,52,100.0
Syringes,Ingham County,Jul-20,45.0,0,45,100.0
Syringes,Ingham County,Aug-20,45.5,0,45,100.0
Syringes,Ingham County,Sep-20,44.5,0,44,100.0
Syringes,Livingston County,Jan-20,96.0,7,89,91.75257731958763
Syringes,Livingston County,Feb-20,100.0,11,89,88.11881188118812
Syringes,Livingston County,Mar-20,95.0,2,93,96.875
Syringes,Livingston County,Apr-20,97.5,0,97,100.0
Syringes,Livingston County,May-20,97.0,0,97,100.0
Syringes,Livingston County,Jun-20,93.0,0,93,100.0
Syringes,Livingston County,Jul-20,83.5,0,83,100.0
Syringes,Livingston County,Aug-20,78.0,0,78,100.0
Syringes,Livingston County,Sep-20,75.5,0,75,100.0
Syringes,St. Clair County,Jan-20,44.5,6,38,84.61538461538461
Syringes,St. Clair County,Feb-20,40.0,1,39,95.1219512195122
Syringes,St. Clair County,Mar-20,45.5,1,44,95.6989247311828
Syringes,St. Clair County,Apr-20,42.0,0,42,100.0
Syringes,St. Clair County,May-20,41.5,0,41,100.0
Syringes,St. Clair County,Jun-20,37.0,0,37,100.0
Syringes,St. Clair County,Jul-20,38.5,0,38,100.0
Syringes,St. Clair County,Aug-20,37.0,0,37,100.0
Syringes,St. Clair County,Sep-20,37.0,0,37,100.0
Syringes,Monroe County,Jan-20,77.5,9,68,87.26114649681529
Syringes,Monroe County,Feb-20,76.5,7,69,89.6774193548387
Syringes,Monroe County,Mar-20,72.0,2,70,95.89041095890411
Syringes,Monroe County,Apr-20,71.5,0,71,100.0
Syringes,Monroe County,May-20,70.5,0,70,100.0
Syringes,Monroe County,Jun-20,72.0,0,72,100.0
Syringes,Monroe County,Jul-20,68.5,0,68,100.0
Syringes,Monroe County,Aug-20,69.5,0,69,100.0
Syringes,Monroe County,Sep-20,66.0,0,66,100.0
Needles,Wayne County,Jan-20,66.5,62,4,6.666666666666667
Needles,Wayne County,Feb-20,66.0,61,5,7.462686567164179
Needles,Wayne County,Mar-20,66.0,60,6,8.955223880597014
Needles,Wayne County,Apr-20,65.0,58,7,10.606060606060606
Needles,Wayne County,May-20,70.5,63,7,10.48951048951049
Needles,Wayne County,Jun-20,68.5,53,15,22.302158273381295
Needles,Wayne County,Jul-20,65.0,56,9,13.636363636363637
Needles,Wayne County,Aug-20,63.5,51,12,19.37984496124031
Needles,Wayne County,Sep-20,65.5,43,22,33.83458646616541
Needles,Oakland County,Jan-20,7.0,4,3,37.5
Needles,Oakland County,Feb-20,7.0,4,3,37.5
Needles,Oakland County,Mar-20,7.0,3,4,50.0
Needles,Oakland County,Apr-20,8.0,2,6,66.66666666666667
Needles,Oakland County,May-20,7.5,2,5,64.70588235294117
Needles,Oakland County,Jun-20,10.0,3,7,63.63636363636363
Needles,Oakland County,Jul-20,7.5,0,7,100.0
Needles,Oakland County,Aug-20,4.5,0,4,100.0
Needles,Oakland County,Sep-20,5.5,0,5,100.0
Needles,Macomb County,Jan-20,111.0,92,19,16.964285714285715
Needles,Macomb County,Feb-20,116.0,96,20,17.094017094017094
Needles,Macomb County,Mar-20,114.0,93,21,18.26086956521739
Needles,Macomb County,Apr-20,117.0,95,22,18.64406779661017
Needles,Macomb County,May-20,122.0,100,22,17.88617886178862
Needles,Macomb County,Jun-20,118.0,89,29,24.369747899159663
Needles,Macomb County,Jul-20,114.0,91,23,20.0
Needles,Macomb County,Aug-20,113.0,87,26,22.80701754385965
Needles,Macomb County,Sep-20,120.0,98,22,18.181818181818183
Needles,Genesee County,Jan-20,49.5,34,15,30.693069306930692
Needles,Genesee County,Feb-20,46.0,30,16,34.04255319148936
Needles,Genesee County,Mar-20,47.0,31,16,33.333333333333336
Needles,Genesee County,Apr-20,45.5,28,17,37.634408602150536
Needles,Genesee County,May-20,51.0,33,18,34.61538461538461
Needles,Genesee County,Jun-20,49.0,30,19,38.0
Needles,Genesee County,Jul-20,46.0,33,13,27.659574468085108
Needles,Genesee County,Aug-20,47.5,33,14,29.896907216494846
Needles,Genesee County,Sep-20,51.5,40,11,21.904761904761905
Needles,Washtenaw County,Jan-20,44.0,30,14,31.11111111111111
Needles,Washtenaw County,Feb-20,42.5,27,15,35.632183908045974
Needles,Washtenaw County,Mar-20,43.0,28,15,34.09090909090909
Needles,Washtenaw County,Apr-20,46.0,29,17,36.170212765957444
Needles,Washtenaw County,May-20,45.5,29,16,35.483870967741936
Needles,Washtenaw County,Jun-20,50.0,32,18,35.294117647058826
Needles,Washtenaw County,Jul-20,39.0,27,12,30.0
Needles,Washtenaw County,Aug-20,39.5,25,14,35.80246913580247
Needles,Washtenaw County,Sep-20,39.5,15,24,60.49382716049383
Needles,Kent County,Jan-20,56.5,49,7,13.043478260869565
Needles,Kent County,Feb-20,54.0,46,8,14.545454545454545
Needles,Kent County,Mar-20,57.0,49,8,13.793103448275861
Needles,Kent County,Apr-20,58.0,42,16,27.11864406779661
Needles,Kent County,May-20,58.5,43,15,26.050420168067227
Needles,Kent County,Jun-20,63.5,47,16,25.58139534883721
Needles,Kent County,Jul-20,56.0,45,11,19.29824561403509
Needles,Kent County,Aug-20,52.5,36,16,30.8411214953271
Needles,Kent County,Sep-20,58.0,44,14,23.728813559322035
Needles,Saginaw County,Jan-20,18.5,16,2,12.820512820512821
Needles,Saginaw County,Feb-20,23.0,19,4,16.666666666666668
Needles,Saginaw County,Mar-20,19.5,15,4,21.951219512195124
Needles,Saginaw County,Apr-20,20.0,14,6,28.571428571428573
Needles,Saginaw County,May-20,22.0,11,11,47.82608695652174
Needles,Saginaw County,Jun-20,23.0,12,11,45.833333333333336
Needles,Saginaw County,Jul-20,19.5,12,7,36.58536585365854
Needles,Saginaw County,Aug-20,21.0,9,12,54.54545454545455
Needles,Saginaw County,Sep-20,19.0,10,9,45.0
Needles,Ingham County,Jan-20,52.0,39,13,24.528301886792452
Needles,Ingham County,Feb-20,53.0,40,13,24.074074074074073
Needles,Ingham County,Mar-20,54.5,41,13,24.324324324324323
Needles,Ingham County,Apr-20,53.5,35,18,33.944954128440365
Needles,Ingham County,May-20,56.5,38,18,32.17391304347826
Needles,Ingham County,Jun-20,59.0,40,19,31.666666666666668
Needles,Ingham County,Jul-20,54.5,36,18,33.333333333333336
Needles,Ingham County,Aug-20,53.0,33,20,37.03703703703704
Needles,Ingham County,Sep-20,56.5,40,16,28.695652173913043
Needles,Livingston County,Jan-20,72.5,51,21,29.25170068027211
Needles,Livingston County,Feb-20,75.0,53,22,28.94736842105263
Needles,Livingston County,Mar-20,78.0,55,23,29.11392405063291
Needles,Livingston County,Apr-20,83.5,59,24,28.994082840236686
Needles,Livingston County,May-20,81.5,57,24,29.696969696969695
Needles,Livingston County,Jun-20,85.5,60,25,29.479768786127167
Needles,Livingston County,Jul-20,75.0,55,20,26.31578947368421
Needles,Livingston County,Aug-20,75.0,53,22,28.94736842105263
Needles,Livingston County,Sep-20,76.0,58,18,23.376623376623378
Needles,St. Clair County,Jan-20,79.5,70,9,11.801242236024844
Needles,St. Clair County,Feb-20,81.0,71,10,12.195121951219512
Needles,St. Clair County,Mar-20,80.5,70,10,12.883435582822086
Needles,St. Clair County,Apr-20,76.0,64,12,15.584415584415584
Needles,St. Clair County,May-20,82.5,67,15,18.562874251497007
Needles,St. Clair County,Jun-20,85.5,69,16,19.07514450867052
Needles,St. Clair County,Jul-20,85.0,68,17,19.767441860465116
Needles,St. Clair County,Aug-20,81.0,62,19,23.170731707317074
Needles,St. Clair County,Sep-20,82.5,67,15,18.562874251497007
Needles,Monroe County,Jan-20,79.5,64,15,19.25465838509317
Needles,Monroe County,Feb-20,80.5,64,16,20.245398773006134
Needles,Monroe County,Mar-20,80.0,63,17,20.987654320987655
Needles,Monroe County,Apr-20,82.0,64,18,21.686746987951807
Needles,Monroe County,May-20,88.0,69,19,21.348314606741575
Needles,Monroe County,Jun-20,84.0,65,19,22.352941176470587
Needles,Monroe County,Jul-20,86.0,61,25,28.735632183908045
Needles,Monroe County,Aug-20,84.5,57,27,32.16374269005848
Needles,Monroe County,Sep-20,83.0,58,25,29.761904761904763
Surface Disinfectant 1 Gallon,Wayne County,Jan-20,48.0,54,6,12.244897959183673
Surface Disinfectant 1 Gallon,Wayne County,Feb-20,47.5,52,4,9.278350515463918
Surface Disinfectant 1 Gallon,Wayne County,Mar-20,51.5,52,0,0.9523809523809523
Surface Disinfectant 1 Gallon,Wayne County,Apr-20,48.0,46,2,4.081632653061225
Surface Disinfectant 1 Gallon,Wayne County,May-20,54.0,50,4,7.2727272727272725
Surface Disinfectant 1 Gallon,Wayne County,Jun-20,56.5,49,7,13.043478260869565
Surface Disinfectant 1 Gallon,Wayne County,Jul-20,51.0,49,2,3.8461538461538463
Surface Disinfectant 1 Gallon,Wayne County,Aug-20,53.0,49,4,7.407407407407407
Surface Disinfectant 1 Gallon,Wayne County,Sep-20,55.0,48,7,12.5
Surface Disinfectant 1 Gallon,Oakland County,Jan-20,73.5,77,3,4.697986577181208
Surface Disinfectant 1 Gallon,Oakland County,Feb-20,78.5,80,1,1.8867924528301887
Surface Disinfectant 1 Gallon,Oakland County,Mar-20,82.5,82,0,0.5988023952095808
Surface Disinfectant 1 Gallon,Oakland County,Apr-20,83.0,79,4,4.761904761904762
Surface Disinfectant 1 Gallon,Oakland County,May-20,83.5,76,7,8.875739644970414
Surface Disinfectant 1 Gallon,Oakland County,Jun-20,85.5,76,9,10.982658959537572
Surface Disinfectant 1 Gallon,Oakland County,Jul-20,85.5,82,3,4.046242774566474
Surface Disinfectant 1 Gallon,Oakland County,Aug-20,87.0,81,6,6.818181818181818
Surface Disinfectant 1 Gallon,Oakland County,Sep-20,89.0,81,8,8.88888888888889
Surface Disinfectant 1 Gallon,Macomb County,Jan-20,123.5,127,3,2.8112449799196786
Surface Disinfectant 1 Gallon,Macomb County,Feb-20,124.0,126,2,1.6
Surface Disinfectant 1 Gallon,Macomb County,Mar-20,126.5,126,0,0.39215686274509803
Surface Disinfectant 1 Gallon,Macomb County,Apr-20,130.0,125,5,3.816793893129771
Surface Disinfectant 1 Gallon,Macomb County,May-20,132.0,125,7,5.2631578947368425
Surface Disinfectant 1 Gallon,Macomb County,Jun-20,141.5,132,9,6.666666666666667
Surface Disinfectant 1 Gallon,Macomb County,Jul-20,135.0,132,3,2.2058823529411766
Surface Disinfectant 1 Gallon,Macomb County,Aug-20,138.5,132,6,4.659498207885305
Surface Disinfectant 1 Gallon,Macomb County,Sep-20,143.0,134,9,6.25
Surface Disinfectant 1 Gallon,Genesee County,Jan-20,69.5,74,4,6.382978723404255
Surface Disinfectant 1 Gallon,Genesee County,Feb-20,69.0,73,4,5.714285714285714
Surface Disinfectant 1 Gallon,Genesee County,Mar-20,76.0,76,0,0.0
Surface Disinfectant 1 Gallon,Genesee County,Apr-20,74.0,71,3,4.0
Surface Disinfectant 1 Gallon,Genesee County,May-20,76.0,71,5,6.4935064935064934
Surface Disinfectant 1 Gallon,Genesee County,Jun-20,78.0,70,8,10.126582278481013
Surface Disinfectant 1 Gallon,Genesee County,Jul-20,77.5,74,3,4.45859872611465
Surface Disinfectant 1 Gallon,Genesee County,Aug-20,80.5,76,4,5.521472392638037
Surface Disinfectant 1 Gallon,Genesee County,Sep-20,82.5,75,7,8.982035928143713
Surface Disinfectant 1 Gallon,Washtenaw County,Jan-20,122.5,126,3,2.834008097165992
Surface Disinfectant 1 Gallon,Washtenaw County,Feb-20,121.0,123,2,1.639344262295082
Surface Disinfectant 1 Gallon,Washtenaw County,Mar-20,123.5,123,0,0.40160642570281124
Surface Disinfectant 1 Gallon,Washtenaw County,Apr-20,132.5,129,3,2.6217228464419478
Surface Disinfectant 1 Gallon,Washtenaw County,May-20,135.0,128,7,5.147058823529412
Surface Disinfectant 1 Gallon,Washtenaw County,Jun-20,141.0,131,10,7.042253521126761
Surface Disinfectant 1 Gallon,Washtenaw County,Jul-20,128.5,124,4,3.474903474903475
Surface Disinfectant 1 Gallon,Washtenaw County,Aug-20,133.0,126,7,5.223880597014926
Surface Disinfectant 1 Gallon,Washtenaw County,Sep-20,138.0,129,9,6.474820143884892
Surface Disinfectant 1 Gallon,Kent County,Jan-20,64.5,69,4,6.870229007633588
Surface Disinfectant 1 Gallon,Kent County,Feb-20,66.5,71,4,6.666666666666667
Surface Disinfectant 1 Gallon,Kent County,Mar-20,69.5,71,1,2.127659574468085
Surface Disinfectant 1 Gallon,Kent County,Apr-20,73.0,71,2,2.7027027027027026
Surface Disinfectant 1 Gallon,Kent County,May-20,77.0,72,5,6.410256410256411
Surface Disinfectant 1 Gallon,Kent County,Jun-20,76.5,68,8,10.96774193548387
Surface Disinfectant 1 Gallon,Kent County,Jul-20,71.0,69,2,2.7777777777777777
Surface Disinfectant 1 Gallon,Kent County,Aug-20,70.0,65,5,7.042253521126761
Surface Disinfectant 1 Gallon,Kent County,Sep-20,74.5,67,7,9.933774834437086
Surface Disinfectant 1 Gallon,Saginaw County,Jan-20,47.5,53,5,11.34020618556701
Surface Disinfectant 1 Gallon,Saginaw County,Feb-20,51.5,55,3,6.666666666666667
Surface Disinfectant 1 Gallon,Saginaw County,Mar-20,49.0,51,2,4.0
Surface Disinfectant 1 Gallon,Saginaw County,Apr-20,53.5,52,1,2.7522935779816513
Surface Disinfectant 1 Gallon,Saginaw County,May-20,56.0,52,4,7.017543859649122
Surface Disinfectant 1 Gallon,Saginaw County,Jun-20,58.5,51,7,12.605042016806722
Surface Disinfectant 1 Gallon,Saginaw County,Jul-20,46.5,44,2,5.2631578947368425
Surface Disinfectant 1 Gallon,Saginaw County,Aug-20,52.0,47,5,9.433962264150944
Surface Disinfectant 1 Gallon,Saginaw County,Sep-20,51.5,46,5,10.476190476190476
Surface Disinfectant 1 Gallon,Ingham County,Jan-20,114.5,118,3,3.0303030303030303
Surface Disinfectant 1 Gallon,Ingham County,Feb-20,119.5,122,2,2.074688796680498
Surface Disinfectant 1 Gallon,Ingham County,Mar-20,121.5,120,1,1.2244897959183674
Surface Disinfectant 1 Gallon,Ingham County,Apr-20,129.5,126,3,2.681992337164751
Surface Disinfectant 1 Gallon,Ingham County,May-20,137.5,131,6,4.693140794223827
Surface Disinfectant 1 Gallon,Ingham County,Jun-20,138.0,128,10,7.194244604316546
Surface Disinfectant 1 Gallon,Ingham County,Jul-20,125.0,121,4,3.1746031746031744
Surface Disinfectant 1 Gallon,Ingham County,Aug-20,128.0,121,7,5.426356589147287
Surface Disinfectant 1 Gallon,Ingham County,Sep-20,128.0,119,9,6.976744186046512
Surface Disinfectant 1 Gallon,Livingston County,Jan-20,83.0,88,5,5.9523809523809526
Surface Disinfectant 1 Gallon,Livingston County,Feb-20,84.0,87,3,3.5294117647058822
Surface Disinfectant 1 Gallon,Livingston County,Mar-20,87.0,87,0,0.0
